[Header]
Application Name	LabSolutions
Version	5.82
Data File Name	C:\LabSolutions\Data\A Legan\Data\gcd files\data_before_FS19\dec4_CF_5.gcd
Output Date	4/15/2022
Output Time	7:45:12 AM

[File Information]
Type	Data File
Generated	12/5/2018 3:09:30 AM
Generated by	Administrator
Modified	12/5/2018 4:14:20 AM
Modified by	Administrator

[Sample Information]
Operator Name	Administrator
Acquired	12/5/2018 3:14:16 AM
Sample Type	0:Unknown
Level	0
Sample Name	CF_5
Sample ID	CF_5
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	6
Injection Volume	1
Injection Count	1
Bar Code	

[Original Files]
Data File	C:\LabSolutions\Data\A Legan\data\dec4_CF_5.gcd
Method File	C:\LabSolutions\Data\A Legan\AWL Nov 6 ladder.gcm
Batch File	C:\LabSolutions\Data\A Legan\batch_AWL_dec4_overnight.gcb
Report Format File	C:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-2014
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#1
Detector Name	SFID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	151
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
7.34800	553
7.34867	557
7.34933	560
7.35000	563
7.35067	566
7.35133	570
7.35200	572
7.35267	575
7.35333	578
7.35400	581
7.35467	583
7.35533	585
7.35600	588
7.35667	590
7.35733	592
7.35800	593
7.35867	595
7.35933	596
7.36000	597
7.36067	598
7.36133	599
7.36200	600
7.36267	601
7.36333	601
7.36400	601
7.36467	601
7.36533	601
7.36600	601
7.36667	601
7.36733	600
7.36800	600
7.36867	599
7.36933	598
7.37000	597
7.37067	596
7.37133	595
7.37200	594
7.37267	593
7.37333	592
7.37400	590
7.37467	589
7.37533	587
7.37600	586
7.37667	584
7.37733	582
7.37800	581
7.37867	579
7.37933	577
7.38000	575
7.38067	573
7.38133	571
7.38200	569
7.38267	567
7.38333	565
7.38400	563
7.38467	561
7.38533	559
7.38600	557
7.38667	555
7.38733	553
7.38800	551
7.38867	550
7.38933	548
7.39000	546
7.39067	544
7.39133	542
7.39200	540
7.39267	539
7.39333	537
7.39400	535
7.39467	534
7.39533	532
7.39600	531
7.39667	529
7.39733	528
7.39800	526
7.39867	525
7.39933	524
7.40000	523
7.40067	522
7.40133	521
7.40200	520
7.40267	519
7.40333	518
7.40400	517
7.40467	516
7.40533	515
7.40600	514
7.40667	514
7.40733	513
7.40800	513
7.40867	512
7.40933	512
7.41000	511
7.41067	511
7.41133	511
7.41200	511
7.41267	510
7.41333	510
7.41400	510
7.41467	510
7.41533	510
7.41600	510
7.41667	509
7.41733	509
7.41800	509
7.41867	509
7.41933	509
7.42000	509
7.42067	509
7.42133	508
7.42200	508
7.42267	508
7.42333	508
7.42400	507
7.42467	507
7.42533	507
7.42600	506
7.42667	506
7.42733	505
7.42800	505
7.42867	504
7.42933	504
7.43000	503
7.43067	502
7.43133	502
7.43200	501
7.43267	501
7.43333	500
7.43400	500
7.43467	499
7.43533	498
7.43600	498
7.43667	497
7.43733	496
7.43800	496
7.43867	495
7.43933	494
7.44000	494
7.44067	493
7.44133	492
7.44200	492
7.44267	491
7.44333	491
7.44400	490
7.44467	490
7.44533	489
7.44600	489
7.44667	488
7.44733	488
7.44800	488
7.44867	487
7.44933	487
7.45000	487
7.45067	487
7.45133	486
7.45200	486
7.45267	486
7.45333	486
7.45400	486
7.45467	486
7.45533	485
7.45600	485
7.45667	485
7.45733	485
7.45800	485
7.45867	485
7.45933	485
7.46000	485
7.46067	485
7.46133	485
7.46200	485
7.46267	485
7.46333	485
7.46400	484
7.46467	484
7.46533	484
7.46600	484
7.46667	484
7.46733	484
7.46800	484
7.46867	483
7.46933	483
7.47000	483
7.47067	482
7.47133	482
7.47200	482
7.47267	481
7.47333	481
7.47400	480
7.47467	480
7.47533	480
7.47600	479
7.47667	479
7.47733	478
7.47800	477
7.47867	477
7.47933	476
7.48000	475
7.48067	475
7.48133	474
7.48200	473
7.48267	473
7.48333	472
7.48400	471
7.48467	470
7.48533	470
7.48600	469
7.48667	468
7.48733	467
7.48800	467
7.48867	466
7.48933	465
7.49000	464
7.49067	463
7.49133	463
7.49200	462
7.49267	461
7.49333	460
7.49400	459
7.49467	459
7.49533	458
7.49600	457
7.49667	456
7.49733	456
7.49800	455
7.49867	454
7.49933	454
7.50000	453
7.50067	453
7.50133	452
7.50200	451
7.50267	451
7.50333	450
7.50400	450
7.50467	450
7.50533	449
7.50600	449
7.50667	449
7.50733	449
7.50800	448
7.50867	448
7.50933	448
7.51000	448
7.51067	448
7.51133	448
7.51200	448
7.51267	448
7.51333	448
7.51400	448
7.51467	448
7.51533	448
7.51600	448
7.51667	448
7.51733	449
7.51800	449
7.51867	449
7.51933	449
7.52000	449
7.52067	449
7.52133	449
7.52200	450
7.52267	450
7.52333	450
7.52400	450
7.52467	450
7.52533	450
7.52600	450
7.52667	450
7.52733	450
7.52800	449
7.52867	449
7.52933	449
7.53000	449
7.53067	449
7.53133	449
7.53200	449
7.53267	449
7.53333	448
7.53400	448
7.53467	448
7.53533	448
7.53600	448
7.53667	447
7.53733	447
7.53800	447
7.53867	447
7.53933	447
7.54000	447
7.54067	447
7.54133	446
7.54200	446
7.54267	446
7.54333	446
7.54400	446
7.54467	446
7.54533	446
7.54600	446
7.54667	446
7.54733	446
7.54800	447
7.54867	447
7.54933	447
7.55000	448
7.55067	448
7.55133	448
7.55200	449
7.55267	449
7.55333	450
7.55400	450
7.55467	451
7.55533	451
7.55600	452
7.55667	453
7.55733	453
7.55800	454
7.55867	455
7.55933	456
7.56000	456
7.56067	457
7.56133	458
7.56200	459
7.56267	460
7.56333	462
7.56400	463
7.56467	464
7.56533	465
7.56600	466
7.56667	468
7.56733	469
7.56800	470
7.56867	471
7.56933	473
7.57000	474
7.57067	475
7.57133	477
7.57200	478
7.57267	479
7.57333	481
7.57400	482
7.57467	483
7.57533	484
7.57600	486
7.57667	487
7.57733	488
7.57800	489
7.57867	490
7.57933	491
7.58000	492
7.58067	493
7.58133	494
7.58200	495
7.58267	496
7.58333	496
7.58400	497
7.58467	498
7.58533	498
7.58600	499
7.58667	499
7.58733	500
7.58800	500
7.58867	501
7.58933	501
7.59000	501
7.59067	501
7.59133	501
7.59200	502
7.59267	502
7.59333	502
7.59400	502
7.59467	502
7.59533	502
7.59600	502
7.59667	502
7.59733	502
7.59800	501
7.59867	501
7.59933	501
7.60000	501
7.60067	500
7.60133	500
7.60200	500
7.60267	499
7.60333	499
7.60400	499
7.60467	498
7.60533	498
7.60600	498
7.60667	497
7.60733	497
7.60800	496
7.60867	496
7.60933	495
7.61000	495
7.61067	494
7.61133	494
7.61200	493
7.61267	493
7.61333	492
7.61400	492
7.61467	491
7.61533	491
7.61600	490
7.61667	490
7.61733	490
7.61800	489
7.61867	489
7.61933	488
7.62000	488
7.62067	487
7.62133	487
7.62200	486
7.62267	486
7.62333	485
7.62400	485
7.62467	484
7.62533	484
7.62600	483
7.62667	483
7.62733	482
7.62800	482
7.62867	481
7.62933	481
7.63000	480
7.63067	480
7.63133	479
7.63200	479
7.63267	478
7.63333	478
7.63400	477
7.63467	477
7.63533	477
7.63600	476
7.63667	476
7.63733	476
7.63800	475
7.63867	475
7.63933	475
7.64000	474
7.64067	474
7.64133	474
7.64200	474
7.64267	473
7.64333	473
7.64400	473
7.64467	473
7.64533	473
7.64600	473
7.64667	473
7.64733	473
7.64800	473
7.64867	473
7.64933	473
7.65000	473
7.65067	473
7.65133	473
7.65200	473
7.65267	474
7.65333	474
7.65400	474
7.65467	474
7.65533	475
7.65600	475
7.65667	475
7.65733	475
7.65800	476
7.65867	476
7.65933	476
7.66000	477
7.66067	477
7.66133	477
7.66200	478
7.66267	478
7.66333	478
7.66400	479
7.66467	479
7.66533	479
7.66600	479
7.66667	479
7.66733	480
7.66800	480
7.66867	480
7.66933	480
7.67000	480
7.67067	480
7.67133	480
7.67200	481
7.67267	481
7.67333	481
7.67400	481
7.67467	481
7.67533	481
7.67600	481
7.67667	481
7.67733	481
7.67800	481
7.67867	481
7.67933	481
7.68000	481
7.68067	481
7.68133	481
7.68200	480
7.68267	480
7.68333	480
7.68400	480
7.68467	480
7.68533	479
7.68600	479
7.68667	479
7.68733	479
7.68800	478
7.68867	478
7.68933	478
7.69000	477
7.69067	477
7.69133	476
7.69200	476
7.69267	475
7.69333	475
7.69400	474
7.69467	474
7.69533	473
7.69600	473
7.69667	472
7.69733	472
7.69800	471
7.69867	471
7.69933	470
7.70000	469
7.70067	469
7.70133	468
7.70200	468
7.70267	467
7.70333	466
7.70400	466
7.70467	465
7.70533	464
7.70600	464
7.70667	463
7.70733	462
7.70800	461
7.70867	461
7.70933	460
7.71000	459
7.71067	459
7.71133	458
7.71200	457
7.71267	456
7.71333	456
7.71400	455
7.71467	454
7.71533	453
7.71600	452
7.71667	451
7.71733	451
7.71800	450
7.71867	449
7.71933	448
7.72000	447
7.72067	446
7.72133	446
7.72200	445
7.72267	444
7.72333	443
7.72400	442
7.72467	442
7.72533	441
7.72600	440
7.72667	439
7.72733	439
7.72800	438
7.72867	437
7.72933	436
7.73000	436
7.73067	435
7.73133	434
7.73200	434
7.73267	433
7.73333	432
7.73400	432
7.73467	431
7.73533	430
7.73600	430
7.73667	429
7.73733	428
7.73800	428
7.73867	427
7.73933	427
7.74000	426
7.74067	425
7.74133	425
7.74200	424
7.74267	424
7.74333	423
7.74400	423
7.74467	422
7.74533	422
7.74600	421
7.74667	421
7.74733	420
7.74800	420
7.74867	420
7.74933	419
7.75000	419
7.75067	418
7.75133	418
7.75200	418
7.75267	417
7.75333	417
7.75400	417
7.75467	417
7.75533	417
7.75600	416
7.75667	416
7.75733	416
7.75800	416
7.75867	416
7.75933	415
7.76000	415
7.76067	415
7.76133	415
7.76200	415
7.76267	415
7.76333	415
7.76400	415
7.76467	415
7.76533	415
7.76600	415
7.76667	415
7.76733	416
7.76800	416
7.76867	416
7.76933	416
7.77000	416
7.77067	416
7.77133	417
7.77200	417
7.77267	417
7.77333	417
7.77400	417
7.77467	418
7.77533	418
7.77600	418
7.77667	418
7.77733	419
7.77800	419
7.77867	419
7.77933	419
7.78000	420
7.78067	420
7.78133	420
7.78200	420
7.78267	421
7.78333	421
7.78400	421
7.78467	422
7.78533	422
7.78600	422
7.78667	423
7.78733	423
7.78800	424
7.78867	424
7.78933	424
7.79000	425
7.79067	425
7.79133	425
7.79200	426
7.79267	426
7.79333	427
7.79400	427
7.79467	427
7.79533	428
7.79600	429
7.79667	429
7.79733	430
7.79800	430
7.79867	431
7.79933	432
7.80000	433
7.80067	434
7.80133	434
7.80200	435
7.80267	436
7.80333	437
7.80400	438
7.80467	440
7.80533	441
7.80600	442
7.80667	443
7.80733	445
7.80800	446
7.80867	448
7.80933	450
7.81000	451
7.81067	453
7.81133	455
7.81200	457
7.81267	460
7.81333	462
7.81400	465
7.81467	467
7.81533	470
7.81600	473
7.81667	476
7.81733	480
7.81800	483
7.81867	487
7.81933	491
7.82000	496
7.82067	500
7.82133	505
7.82200	511
7.82267	516
7.82333	522
7.82400	528
7.82467	535
7.82533	542
7.82600	549
7.82667	556
7.82733	564
7.82800	573
7.82867	581
7.82933	590
7.83000	600
7.83067	609
7.83133	619
7.83200	629
7.83267	640
7.83333	650
7.83400	661
7.83467	672
7.83533	683
7.83600	694
7.83667	705
7.83733	716
7.83800	728
7.83867	739
7.83933	750
7.84000	761
7.84067	773
7.84133	784
7.84200	795
7.84267	805
7.84333	816
7.84400	826
7.84467	836
7.84533	845
7.84600	855
7.84667	864
7.84733	872
7.84800	880
7.84867	888
7.84933	895
7.85000	901
7.85067	907
7.85133	913
7.85200	918
7.85267	922
7.85333	926
7.85400	930
7.85467	933
7.85533	935
7.85600	937
7.85667	938
7.85733	939
7.85800	939
7.85867	939
7.85933	939
7.86000	938
7.86067	936
7.86133	934
7.86200	932
7.86267	930
7.86333	927
7.86400	924
7.86467	921
7.86533	917
7.86600	913
7.86667	909
7.86733	905
7.86800	900
7.86867	896
7.86933	891
7.87000	886
7.87067	881
7.87133	876
7.87200	871
7.87267	866
7.87333	861
7.87400	855
7.87467	850
7.87533	845
7.87600	839
7.87667	834
7.87733	829
7.87800	823
7.87867	818
7.87933	813
7.88000	808
7.88067	802
7.88133	797
7.88200	792
7.88267	787
7.88333	782
7.88400	777
7.88467	772
7.88533	767
7.88600	762
7.88667	758
7.88733	753
7.88800	748
7.88867	743
7.88933	739
7.89000	734
7.89067	730
7.89133	726
7.89200	721
7.89267	717
7.89333	713
7.89400	709
7.89467	705
7.89533	701
7.89600	697
7.89667	693
7.89733	689
7.89800	685
7.89867	681
7.89933	677
7.90000	673
7.90067	670
7.90133	666
7.90200	662
7.90267	658
7.90333	655
7.90400	651
7.90467	647
7.90533	644
7.90600	640
7.90667	636
7.90733	633
7.90800	629
7.90867	626
7.90933	622
7.91000	619
7.91067	615
7.91133	612
7.91200	608
7.91267	605
7.91333	602
7.91400	599
7.91467	595
7.91533	592
7.91600	589
7.91667	587
7.91733	584
7.91800	581
7.91867	578
7.91933	576
7.92000	574
7.92067	571
7.92133	569
7.92200	567
7.92267	565
7.92333	564
7.92400	562
7.92467	561
7.92533	559
7.92600	558
7.92667	557
7.92733	557
7.92800	556
7.92867	556
7.92933	556
7.93000	555
7.93067	556
7.93133	556
7.93200	556
7.93267	557
7.93333	558
7.93400	558
7.93467	560
7.93533	561
7.93600	562
7.93667	563
7.93733	565
7.93800	567
7.93867	568
7.93933	570
7.94000	572
7.94067	574
7.94133	576
7.94200	578
7.94267	581
7.94333	583
7.94400	585
7.94467	587
7.94533	590
7.94600	592
7.94667	594
7.94733	596
7.94800	599
7.94867	601
7.94933	602
7.95000	604
7.95067	606
7.95133	607
7.95200	609
7.95267	610
7.95333	611
7.95400	612
7.95467	613
7.95533	614
7.95600	614
7.95667	615
7.95733	615
7.95800	615
7.95867	615
7.95933	615
7.96000	614
7.96067	614
7.96133	613
7.96200	612
7.96267	611
7.96333	610
7.96400	609
7.96467	608
7.96533	607
7.96600	605
7.96667	604
7.96733	602
7.96800	600
7.96867	599
7.96933	597
7.97000	595
7.97067	593
7.97133	591
7.97200	589
7.97267	587
7.97333	584
7.97400	582
7.97467	580
7.97533	578
7.97600	576
7.97667	573
7.97733	571
7.97800	569
7.97867	566
7.97933	564
7.98000	561
7.98067	559
7.98133	557
7.98200	554
7.98267	552
7.98333	550
7.98400	548
7.98467	545
7.98533	543
7.98600	541
7.98667	539
7.98733	537
7.98800	535
7.98867	533
7.98933	531
7.99000	529
7.99067	528
7.99133	526
7.99200	525
7.99267	523
7.99333	522
7.99400	521
7.99467	520
7.99533	519
7.99600	518
7.99667	517
7.99733	516
7.99800	515
7.99867	515
7.99933	514
8.00000	514
8.00067	514
8.00133	513
8.00200	513
8.00267	513
8.00333	513
8.00400	513
8.00467	513
8.00533	513
8.00600	513
8.00667	513
8.00733	513
8.00800	513
8.00867	513
8.00933	513
8.01000	514
8.01067	514
8.01133	514
8.01200	514
8.01267	514
8.01333	515
8.01400	515
8.01467	515
8.01533	515
8.01600	515
8.01667	515
8.01733	515
8.01800	515
8.01867	515
8.01933	515
8.02000	515
8.02067	515
8.02133	515
8.02200	514
8.02267	514
8.02333	514
8.02400	513
8.02467	513
8.02533	512
8.02600	512
8.02667	511
8.02733	510
8.02800	509
8.02867	509
8.02933	508
8.03000	507
8.03067	506
8.03133	505
8.03200	504
8.03267	504
8.03333	503
8.03400	502
8.03467	501
8.03533	500
8.03600	499
8.03667	498
8.03733	497
8.03800	496
8.03867	495
8.03933	494
8.04000	493
8.04067	492
8.04133	492
8.04200	491
8.04267	490
8.04333	489
8.04400	488
8.04467	487
8.04533	487
8.04600	486
8.04667	485
8.04733	484
8.04800	483
8.04867	483
8.04933	482
8.05000	481
8.05067	481
8.05133	480
8.05200	480
8.05267	479
8.05333	478
8.05400	478
8.05467	478
8.05533	477
8.05600	477
8.05667	476
8.05733	476
8.05800	476
8.05867	475
8.05933	475
8.06000	475
8.06067	474
8.06133	474
8.06200	474
8.06267	473
8.06333	473
8.06400	473
8.06467	472
8.06533	472
8.06600	472
8.06667	471
8.06733	471
8.06800	471
8.06867	470
8.06933	470
8.07000	470
8.07067	470
8.07133	470
8.07200	469
8.07267	469
8.07333	469
8.07400	469
8.07467	469
8.07533	468
8.07600	468
8.07667	468
8.07733	468
8.07800	468
8.07867	467
8.07933	467
8.08000	467
8.08067	467
8.08133	467
8.08200	467
8.08267	467
8.08333	467
8.08400	467
8.08467	467
8.08533	467
8.08600	467
8.08667	467
8.08733	467
8.08800	467
8.08867	467
8.08933	467
8.09000	467
8.09067	467
8.09133	467
8.09200	467
8.09267	467
8.09333	467
8.09400	468
8.09467	468
8.09533	468
8.09600	468
8.09667	469
8.09733	469
8.09800	469
8.09867	470
8.09933	470
8.10000	470
8.10067	471
8.10133	471
8.10200	472
8.10267	472
8.10333	473
8.10400	473
8.10467	474
8.10533	474
8.10600	475
8.10667	475
8.10733	476
8.10800	477
8.10867	477
8.10933	478
8.11000	478
8.11067	479
8.11133	479
8.11200	480
8.11267	480
8.11333	481
8.11400	481
8.11467	481
8.11533	481
8.11600	482
8.11667	482
8.11733	482
8.11800	482
8.11867	482
8.11933	482
8.12000	482
8.12067	482
8.12133	482
8.12200	482
8.12267	482
8.12333	482
8.12400	481
8.12467	481
8.12533	481
8.12600	480
8.12667	480
8.12733	479
8.12800	479
8.12867	478
8.12933	478
8.13000	477
8.13067	476
8.13133	475
8.13200	475
8.13267	474
8.13333	473
8.13400	472
8.13467	471
8.13533	471
8.13600	470
8.13667	469
8.13733	468
8.13800	467
8.13867	466
8.13933	465
8.14000	464
8.14067	463
8.14133	462
8.14200	461
8.14267	460
8.14333	459
8.14400	458
8.14467	457
8.14533	456
8.14600	455
8.14667	454
8.14733	453
8.14800	452
8.14867	452
8.14933	451
8.15000	450
8.15067	450
8.15133	449
8.15200	448
8.15267	448
8.15333	447
8.15400	447
8.15467	446
8.15533	446
8.15600	446
8.15667	446
8.15733	446
8.15800	445
8.15867	445
8.15933	445
8.16000	445
8.16067	446
8.16133	446
8.16200	446
8.16267	446
8.16333	446
8.16400	447
8.16467	447
8.16533	447
8.16600	448
8.16667	449
8.16733	449
8.16800	450
8.16867	451
8.16933	452
8.17000	452
8.17067	453
8.17133	454
8.17200	455
8.17267	456
8.17333	457
8.17400	458
8.17467	459
8.17533	460
8.17600	461
8.17667	462
8.17733	463
8.17800	464
8.17867	465
8.17933	466
8.18000	467
8.18067	468
8.18133	469
8.18200	470
8.18267	471
8.18333	472
8.18400	473
8.18467	473
8.18533	474
8.18600	475
8.18667	476
8.18733	476
8.18800	477
8.18867	477
8.18933	478
8.19000	478
8.19067	479
8.19133	479
8.19200	479
8.19267	480
8.19333	480
8.19400	480
8.19467	480
8.19533	480
8.19600	480
8.19667	480
8.19733	480
8.19800	480
8.19867	480
8.19933	479
8.20000	479
8.20067	479
8.20133	479
8.20200	478
8.20267	478
8.20333	477
8.20400	477
8.20467	476
8.20533	476
8.20600	475
8.20667	475
8.20733	474
8.20800	473
8.20867	473
8.20933	472
8.21000	471
8.21067	471
8.21133	470
8.21200	469
8.21267	468
8.21333	467
8.21400	466
8.21467	465
8.21533	465
8.21600	464
8.21667	463
8.21733	462
8.21800	461
8.21867	460
8.21933	459
8.22000	458
8.22067	457
8.22133	456
8.22200	455
8.22267	454
8.22333	453
8.22400	452
8.22467	451
8.22533	450
8.22600	449
8.22667	448
8.22733	447
8.22800	446
8.22867	445
8.22933	444
8.23000	443
8.23067	442
8.23133	442
8.23200	441
8.23267	440
8.23333	439
8.23400	438
8.23467	438
8.23533	437
8.23600	436
8.23667	435
8.23733	435
8.23800	434
8.23867	433
8.23933	433
8.24000	432
8.24067	431
8.24133	431
8.24200	430
8.24267	430
8.24333	429
8.24400	429
8.24467	428
8.24533	428
8.24600	428
8.24667	427
8.24733	427
8.24800	427
8.24867	426
8.24933	426
8.25000	426
8.25067	426
8.25133	426
8.25200	426
8.25267	426
8.25333	426
8.25400	426
8.25467	426
8.25533	426
8.25600	426
8.25667	426
8.25733	426
8.25800	426
8.25867	426
8.25933	426
8.26000	426
8.26067	426
8.26133	426
8.26200	426
8.26267	427
8.26333	427
8.26400	427
8.26467	427
8.26533	427
8.26600	427
8.26667	427
8.26733	427
8.26800	428
8.26867	428
8.26933	428
8.27000	428
8.27067	428
8.27133	428
8.27200	428
8.27267	428
8.27333	427
8.27400	427
8.27467	427
8.27533	427
8.27600	427
8.27667	427
8.27733	427
8.27800	427
8.27867	427
8.27933	427
8.28000	427
8.28067	427
8.28133	427
8.28200	427
8.28267	427
8.28333	426
8.28400	426
8.28467	426
8.28533	426
8.28600	426
8.28667	426
8.28733	426
8.28800	426
8.28867	426
8.28933	426
8.29000	426
8.29067	426
8.29133	426
8.29200	426
8.29267	426
8.29333	426
8.29400	427
8.29467	427
8.29533	427
8.29600	427
8.29667	428
8.29733	428
8.29800	429
8.29867	429
8.29933	429
8.30000	430
8.30067	430
8.30133	431
8.30200	431
8.30267	432
8.30333	432
8.30400	432
8.30467	433
8.30533	434
8.30600	434
8.30667	435
8.30733	435
8.30800	436
8.30867	437
8.30933	437
8.31000	438
8.31067	439
8.31133	439
8.31200	440
8.31267	440
8.31333	441
8.31400	442
8.31467	442
8.31533	443
8.31600	443
8.31667	444
8.31733	444
8.31800	445
8.31867	445
8.31933	446
8.32000	446
8.32067	447
8.32133	448
8.32200	448
8.32267	449
8.32333	449
8.32400	449
8.32467	450
8.32533	450
8.32600	451
8.32667	451
8.32733	451
8.32800	451
8.32867	452
8.32933	452
8.33000	452
8.33067	452
8.33133	452
8.33200	452
8.33267	452
8.33333	452
8.33400	452
8.33467	452
8.33533	452
8.33600	452
8.33667	452
8.33733	452
8.33800	452
8.33867	452
8.33933	452
8.34000	452
8.34067	452
8.34133	452
8.34200	451
8.34267	451
8.34333	451
8.34400	451
8.34467	450
8.34533	450
8.34600	450
8.34667	449
8.34733	449
8.34800	449
8.34867	448
8.34933	448
8.35000	447
8.35067	447
8.35133	447
8.35200	446
8.35267	446
8.35333	445
8.35400	445
8.35467	444
8.35533	444
8.35600	443
8.35667	443
8.35733	442
8.35800	442
8.35867	441
8.35933	441
8.36000	440
8.36067	440
8.36133	439
8.36200	439
8.36267	438
8.36333	437
8.36400	437
8.36467	436
8.36533	436
8.36600	436
8.36667	435
8.36733	435
8.36800	434
8.36867	434
8.36933	433
8.37000	433
8.37067	433
8.37133	432
8.37200	432
8.37267	432
8.37333	431
8.37400	431
8.37467	430
8.37533	430
8.37600	430
8.37667	430
8.37733	429
8.37800	429
8.37867	429
8.37933	428
8.38000	428
8.38067	428
8.38133	428
8.38200	427
8.38267	427
8.38333	427
8.38400	427
8.38467	426
8.38533	426
8.38600	426
8.38667	426
8.38733	425
8.38800	425
8.38867	425
8.38933	425
8.39000	424
8.39067	424
8.39133	424
8.39200	423
8.39267	423
8.39333	423
8.39400	423
8.39467	422
8.39533	422
8.39600	422
8.39667	421
8.39733	421
8.39800	421
8.39867	420
8.39933	420
8.40000	420
8.40067	419
8.40133	419
8.40200	418
8.40267	418
8.40333	418
8.40400	417
8.40467	417
8.40533	417
8.40600	416
8.40667	416
8.40733	416
8.40800	415
8.40867	415
8.40933	415
8.41000	414
8.41067	414
8.41133	413
8.41200	413
8.41267	413
8.41333	412
8.41400	412
8.41467	412
8.41533	411
8.41600	411
8.41667	411
8.41733	410
8.41800	410
8.41867	410
8.41933	409
8.42000	409
8.42067	409
8.42133	408
8.42200	408
8.42267	408
8.42333	407
8.42400	407
8.42467	406
8.42533	406
8.42600	406
8.42667	405
8.42733	405
8.42800	405
8.42867	404
8.42933	404
8.43000	404
8.43067	403
8.43133	403
8.43200	403
8.43267	402
8.43333	402
8.43400	402
8.43467	401
8.43533	401
8.43600	401
8.43667	401
8.43733	400
8.43800	400
8.43867	400
8.43933	399
8.44000	399
8.44067	399
8.44133	399
8.44200	399
8.44267	398
8.44333	398
8.44400	398
8.44467	398
8.44533	398
8.44600	397
8.44667	397
8.44733	397
8.44800	397
8.44867	397
8.44933	397
8.45000	397
8.45067	397
8.45133	397
8.45200	397
8.45267	397
8.45333	397
8.45400	397
8.45467	397
8.45533	397
8.45600	398
8.45667	398
8.45733	398
8.45800	398
8.45867	398
8.45933	399
8.46000	399
8.46067	399
8.46133	399
8.46200	400
8.46267	400
8.46333	400
8.46400	401
8.46467	401
8.46533	401
8.46600	402
8.46667	402
8.46733	403
8.46800	403
8.46867	403
8.46933	404
8.47000	404
8.47067	405
8.47133	405
8.47200	406
8.47267	406
8.47333	406
8.47400	407
8.47467	407
8.47533	408
8.47600	408
8.47667	408
8.47733	409
8.47800	409
8.47867	409
8.47933	410
8.48000	410
8.48067	410
8.48133	411
8.48200	411
8.48267	412
8.48333	412
8.48400	412
8.48467	413
8.48533	413
8.48600	413
8.48667	413
8.48733	414
8.48800	414
8.48867	414
8.48933	414
8.49000	414
8.49067	415
8.49133	415
8.49200	415
8.49267	415
8.49333	415
8.49400	416
8.49467	416
8.49533	416
8.49600	416
8.49667	416
8.49733	416
8.49800	417
8.49867	417
8.49933	417
8.50000	417
8.50067	418
8.50133	418
8.50200	418
8.50267	418
8.50333	418
8.50400	419
8.50467	419
8.50533	419
8.50600	419
8.50667	419
8.50733	419
8.50800	420
8.50867	420
8.50933	420
8.51000	420
8.51067	420
8.51133	420
8.51200	421
8.51267	421
8.51333	421
8.51400	421
8.51467	421
8.51533	421
8.51600	422
8.51667	422
8.51733	422
8.51800	422
8.51867	422
8.51933	422
8.52000	422
8.52067	423
8.52133	423
8.52200	423
8.52267	423
8.52333	423
8.52400	424
8.52467	424
8.52533	424
8.52600	424
8.52667	425
8.52733	425
8.52800	425
8.52867	425
8.52933	425
8.53000	426
8.53067	426
8.53133	426
8.53200	426
8.53267	426
8.53333	426
8.53400	427
8.53467	427
8.53533	427
8.53600	427
8.53667	427
8.53733	427
8.53800	428
8.53867	428
8.53933	428
8.54000	428
8.54067	428
8.54133	428
8.54200	428
8.54267	428
8.54333	428
8.54400	428
8.54467	428
8.54533	428
8.54600	428
8.54667	428
8.54733	428
8.54800	428
8.54867	428
8.54933	428
8.55000	428
8.55067	428
8.55133	428
8.55200	428
8.55267	427
8.55333	427
8.55400	427
8.55467	427
8.55533	427
8.55600	427
8.55667	427
8.55733	427
8.55800	427
8.55867	427
8.55933	427
8.56000	426
8.56067	426
8.56133	426
8.56200	426
8.56267	426
8.56333	426
8.56400	426
8.56467	426
8.56533	426
8.56600	425
8.56667	425
8.56733	425
8.56800	425
8.56867	425
8.56933	425
8.57000	424
8.57067	424
8.57133	424
8.57200	424
8.57267	424
8.57333	424
8.57400	423
8.57467	423
8.57533	423
8.57600	423
8.57667	423
8.57733	423
8.57800	423
8.57867	423
8.57933	424
8.58000	424
8.58067	424
8.58133	424
8.58200	424
8.58267	424
8.58333	424
